session,ts,bias,entry,stop,signed_dist
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-08-07,2024-08-07 13:25:00-04:00,1,18234.0,18279.75,-45.75
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2024-11-20,2024-11-20 12:05:00-05:00,-1,20678.75,20644.75,-34.0
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-01-31,2025-01-31 14:15:00-05:00,1,21743.5,21904.25,-160.75
2025-01-31,2025-01-31 15:50:00-05:00,1,21631.5,21672.0,-40.5
2025-08-07,2025-08-07 14:40:00-04:00,1,23363.25,23381.0,-17.75
2026-04-28,2026-04-28 14:05:00-04:00,-1,27128.75,27099.5,-29.25
