entry_ts,exit_ts,session,side,entry_price,exit_price,stop_price,tp1_price,runner_target_price,contracts,risk_dollars,pnl,gross_pnl,tp1_hit,reason,sweep_pool
2015-01-09 14:25:00-05:00,2015-01-09 16:00:00-05:00,2015-01-09,-1,5795.75,5801.5,5824.5,5752.625,5739.25,5,287.5,-62.5,-57.5,False,session_flatten,prior_day_high
2015-01-29 14:45:00-05:00,2015-01-29 15:58:00-05:00,2015-01-29,1,5865.25,5838.5,5838.75,5905.0,5906.5,6,318.0,-327.0,-321.0,False,stop,asia_low
2015-02-27 15:15:00-05:00,2015-02-27 16:00:00-05:00,2015-02-27,-1,5761.5,5741.75,5778.25,5736.375,5731.25,9,301.5,346.5,355.5,False,session_flatten,equal_high
2015-03-02 14:30:00-05:00,2015-03-02 16:00:00-05:00,2015-03-02,-1,5716.75,5692.0,5742.75,5677.75,5673.25,6,312.0,376.5,382.5,True,runner_session_flatten,equal_high
2015-03-10 12:10:00-04:00,2015-03-10 12:47:00-04:00,2015-03-10,-1,5774.0,5804.5,5804.25,5728.625,5727.0,5,302.5,-310.0,-305.0,False,stop,equal_high
2015-05-04 11:05:00-04:00,2015-05-04 11:53:00-04:00,2015-05-04,-1,5641.0,5665.0,5664.75,5605.375,5605.25,6,285.0,-294.0,-288.0,False,stop,prior_day_high
2015-06-04 13:20:00-04:00,2015-06-04 16:00:00-04:00,2015-06-04,-1,5747.75,5698.5,5797.5,5673.125,5672.25,3,298.5,292.5,295.5,False,session_flatten,equal_high
2015-06-15 12:25:00-04:00,2015-06-15 16:00:00-04:00,2015-06-15,-1,6008.25,5967.75,6046.0,5951.625,5924.25,4,302.0,320.0,324.0,False,session_flatten,equal_high
2015-06-30 12:20:00-04:00,2015-06-30 16:00:00-04:00,2015-06-30,-1,5682.25,5686.5,5720.25,5625.25,5622.5,4,304.0,-38.0,-34.0,False,session_flatten,equal_high
2015-07-20 12:05:00-04:00,2015-07-20 13:20:00-04:00,2015-07-20,-1,5573.75,5596.0,5595.75,5540.75,5539.0,7,308.0,-318.5,-311.5,False,stop,equal_high
2015-08-06 15:15:00-04:00,2015-08-06 16:00:00-04:00,2015-08-06,1,5578.25,5597.5,5540.0,5635.625,5640.5,4,306.0,150.0,154.0,False,session_flatten,equal_low
2015-08-10 15:15:00-04:00,2015-08-10 16:00:00-04:00,2015-08-10,-1,5533.5,5527.5,5562.5,5490.0,5488.5,5,290.0,55.0,60.0,False,session_flatten,equal_high
2015-08-20 12:30:00-04:00,2015-08-20 13:46:00-04:00,2015-08-20,-1,5693.25,5647.0,5721.5,5650.875,5647.0,5,282.5,438.125,443.125,True,runner_target,london_high
2015-08-24 15:15:00-04:00,2015-08-24 16:00:00-04:00,2015-08-24,-1,5676.25,5671.25,5690.75,5654.5,5651.25,11,319.0,99.0,110.0,False,session_flatten,equal_high
2015-09-07 12:30:00-04:00,2015-09-07 13:30:00-04:00,2015-09-07,-1,5604.0,5567.25,5627.25,5569.125,5567.25,6,279.0,423.75,429.75,True,runner_target,equal_high
2015-10-12 12:10:00-04:00,2015-10-12 15:17:00-04:00,2015-10-12,-1,5694.25,5714.5,5714.25,5664.25,5659.25,8,320.0,-332.0,-324.0,False,stop,equal_high
2015-11-16 11:05:00-05:00,2015-11-16 11:26:00-05:00,2015-11-16,1,5621.0,5605.75,5606.0,5643.5,5647.0,10,300.0,-315.0,-305.0,False,stop,equal_low
2015-12-01 12:10:00-05:00,2015-12-01 12:41:00-05:00,2015-12-01,1,5642.75,5623.25,5623.5,5671.625,5676.25,8,308.0,-320.0,-312.0,False,stop,asia_low
2015-12-08 15:00:00-05:00,2015-12-08 15:37:00-05:00,2015-12-08,-1,5506.5,5481.75,5520.0,5486.25,5481.75,12,324.0,528.0,540.0,True,runner_target,equal_high
2015-12-15 14:50:00-05:00,2015-12-15 15:28:00-05:00,2015-12-15,1,5679.25,5656.5,5656.75,5713.0,5724.25,7,315.0,-325.5,-318.5,False,stop,equal_low
2015-12-17 10:50:00-05:00,2015-12-17 15:11:00-05:00,2015-12-17,1,5687.25,5719.75,5667.25,5717.25,5719.75,8,320.0,492.0,500.0,True,runner_target,equal_low
2016-01-11 15:00:00-05:00,2016-01-11 15:27:00-05:00,2016-01-11,1,5637.0,5618.25,5618.5,5664.75,5667.0,8,296.0,-308.0,-300.0,False,stop,equal_low
2016-01-25 12:10:00-05:00,2016-01-25 12:59:00-05:00,2016-01-25,-1,5359.5,5334.0,5375.5,5335.5,5334.0,10,320.0,485.0,495.0,True,runner_target,equal_high
2016-02-24 10:30:00-05:00,2016-02-24 16:00:00-05:00,2016-02-24,-1,5868.0,5857.0,5888.25,5837.625,5833.5,8,324.0,168.0,176.0,False,session_flatten,equal_high
2016-02-29 15:40:00-05:00,2016-02-29 16:00:00-05:00,2016-02-29,-1,5818.0,5843.75,5846.5,5775.25,5772.0,5,285.0,-262.5,-257.5,False,session_flatten,london_high
2016-03-04 15:55:00-05:00,2016-03-04 16:00:00-05:00,2016-03-04,1,5771.75,5774.5,5746.0,5810.375,5817.0,6,309.0,27.0,33.0,False,session_flatten,equal_low
2016-05-19 15:35:00-04:00,2016-05-19 16:00:00-04:00,2016-05-19,1,5886.25,5901.25,5869.0,5912.125,5912.25,9,310.5,261.0,270.0,False,session_flatten,equal_low
2016-06-16 14:50:00-04:00,2016-06-16 16:00:00-04:00,2016-06-16,1,6012.5,6035.5,5980.25,6060.875,6062.25,5,322.5,225.0,230.0,False,session_flatten,equal_low
2016-08-19 10:55:00-04:00,2016-08-19 11:39:00-04:00,2016-08-19,1,6399.75,6430.25,6381.0,6427.875,6430.25,8,300.0,461.0,469.0,True,runner_target,equal_low
2016-10-06 15:55:00-04:00,2016-10-06 16:00:00-04:00,2016-10-06,-1,6225.5,6222.75,6236.5,6209.0,6207.25,14,308.0,63.0,77.0,False,session_flatten,equal_high
2016-10-07 15:35:00-04:00,2016-10-07 16:00:00-04:00,2016-10-07,-1,6157.25,6153.0,6196.75,6098.0,6093.25,4,316.0,30.0,34.0,False,session_flatten,equal_high
2016-10-17 15:00:00-04:00,2016-10-17 16:00:00-04:00,2016-10-17,1,6049.25,6058.25,6018.25,6095.75,6100.0,5,310.0,85.0,90.0,False,session_flatten,equal_low
2016-11-11 15:20:00-05:00,2016-11-11 16:00:00-05:00,2016-11-11,-1,6575.5,6573.0,6587.75,6557.125,6551.75,13,318.5,52.0,65.0,False,session_flatten,equal_high
2016-12-01 12:55:00-05:00,2016-12-01 15:10:00-05:00,2016-12-01,1,6294.5,6246.75,6247.0,6365.75,6370.75,3,285.0,-289.5,-286.5,False,stop,equal_low
2016-12-19 14:55:00-05:00,2016-12-19 15:04:00-05:00,2016-12-19,-1,6237.75,6261.75,6261.5,6202.125,6198.5,6,285.0,-294.0,-288.0,False,stop,asia_high
2016-12-20 13:55:00-05:00,2016-12-20 16:00:00-05:00,2016-12-20,1,6290.25,6291.5,6230.75,6379.5,6381.5,2,238.0,3.0,5.0,False,session_flatten,equal_low
2017-01-17 11:35:00-05:00,2017-01-17 12:18:00-05:00,2017-01-17,1,6862.25,6819.5,6819.75,6926.0,6932.25,3,255.0,-259.5,-256.5,False,stop,equal_low
2017-01-31 12:30:00-05:00,2017-01-31 12:39:00-05:00,2017-01-31,1,6875.25,6837.25,6837.5,6931.875,6936.25,4,302.0,-308.0,-304.0,False,stop,equal_low
2017-04-10 11:05:00-04:00,2017-04-10 13:41:00-04:00,2017-04-10,-1,6637.75,6671.75,6671.5,6587.125,6586.0,4,270.0,-276.0,-272.0,False,stop,equal_high
2017-04-25 13:35:00-04:00,2017-04-25 15:01:00-04:00,2017-04-25,-1,7107.0,7146.5,7146.25,7048.125,7046.25,4,314.0,-320.0,-316.0,False,stop,equal_high
2017-05-01 11:50:00-04:00,2017-05-01 14:43:00-04:00,2017-05-01,-1,7202.0,7129.0,7248.25,7132.625,7129.0,3,277.5,424.125,427.125,True,runner_target,equal_high
2017-05-03 16:00:00-04:00,2017-05-03 16:00:00-04:00,2017-05-03,1,7127.75,7127.25,7098.25,7172.0,7172.25,5,295.0,-10.0,-5.0,False,session_flatten,equal_low
2017-05-11 11:30:00-04:00,2017-05-11 12:52:00-04:00,2017-05-11,1,7036.75,6969.25,6969.5,7137.625,7142.0,2,269.0,-272.0,-270.0,False,stop,equal_low
2017-06-15 15:20:00-04:00,2017-06-15 15:35:00-04:00,2017-06-15,1,7290.75,7317.0,7277.75,7310.25,7317.0,12,312.0,537.0,549.0,True,runner_target,equal_low
2017-06-21 15:15:00-04:00,2017-06-21 15:39:00-04:00,2017-06-21,-1,7085.0,7113.5,7113.25,7042.625,7040.5,5,282.5,-290.0,-285.0,False,stop,equal_high
2017-06-27 11:35:00-04:00,2017-06-27 12:44:00-04:00,2017-06-27,1,7386.5,7421.75,7363.25,7421.375,7421.75,6,279.0,414.75,420.75,True,runner_target,equal_low
2017-07-04 15:40:00-04:00,2017-07-04 16:00:00-04:00,2017-07-04,1,7464.5,7454.75,7431.25,7514.375,7515.25,4,266.0,-82.0,-78.0,False,session_flatten,equal_low
2017-08-02 16:00:00-04:00,2017-08-02 16:00:00-04:00,2017-08-02,-1,8180.5,8181.0,8234.25,8099.875,8096.75,3,322.5,-6.0,-3.0,False,session_flatten,equal_high
2017-08-16 12:50:00-04:00,2017-08-16 13:21:00-04:00,2017-08-16,1,8233.0,8216.25,8216.5,8257.75,8259.25,9,297.0,-310.5,-301.5,False,stop,equal_low
2017-11-09 15:50:00-05:00,2017-11-09 16:00:00-05:00,2017-11-09,1,7905.0,7909.5,7874.25,7951.125,7951.25,5,307.5,40.0,45.0,False,session_flatten,equal_low
2017-11-14 14:30:00-05:00,2017-11-14 14:51:00-05:00,2017-11-14,-1,8136.25,8104.0,8152.75,8111.5,8104.0,9,297.0,504.0,513.0,True,runner_target,prior_rth_high
2017-11-24 12:55:00-05:00,2017-11-24 13:32:00-05:00,2017-11-24,-1,7896.75,7915.75,7915.5,7868.625,7868.25,8,300.0,-312.0,-304.0,False,stop,equal_high
2017-12-28 11:15:00-05:00,2017-12-28 13:37:00-05:00,2017-12-28,-1,8382.25,8411.25,8411.0,8339.125,8333.0,5,287.5,-295.0,-290.0,False,stop,equal_high
2018-01-11 15:05:00-05:00,2018-01-11 15:19:00-05:00,2018-01-11,-1,8672.0,8704.5,8704.25,8623.625,8622.25,5,322.5,-330.0,-325.0,False,stop,equal_high
2018-01-16 13:45:00-05:00,2018-01-16 14:32:00-05:00,2018-01-16,-1,8410.0,8357.75,8440.0,8365.0,8357.75,5,300.0,481.25,486.25,True,runner_target,equal_high
2018-01-17 12:00:00-05:00,2018-01-17 14:13:00-05:00,2018-01-17,-1,8306.75,8228.0,8354.0,8235.875,8228.0,3,283.5,445.875,448.875,True,runner_target,equal_high
2018-02-08 15:20:00-05:00,2018-02-08 16:00:00-05:00,2018-02-08,1,8275.5,8309.5,8204.25,8382.375,8385.0,2,285.0,134.0,136.0,False,session_flatten,equal_low
2018-02-12 14:15:00-05:00,2018-02-12 16:00:00-05:00,2018-02-12,1,8485.75,8456.25,8407.5,8603.125,8623.25,2,313.0,-120.0,-118.0,False,session_flatten,equal_low
2018-02-23 12:55:00-05:00,2018-02-23 13:05:00-05:00,2018-02-23,1,9078.25,9097.25,9067.25,9094.75,9097.25,14,308.0,483.0,497.0,True,runner_target,equal_low
2018-02-27 10:55:00-05:00,2018-02-27 12:41:00-05:00,2018-02-27,-1,9137.5,9175.5,9175.25,9080.875,9075.0,4,302.0,-308.0,-304.0,False,stop,equal_high
2018-03-06 11:15:00-05:00,2018-03-06 11:57:00-05:00,2018-03-06,-1,8818.0,8860.0,8859.75,8755.375,8752.25,3,250.5,-255.0,-252.0,False,stop,equal_high
2018-03-08 13:10:00-05:00,2018-03-08 16:00:00-05:00,2018-03-08,1,8743.0,8731.25,8670.5,8851.75,8855.25,2,290.0,-49.0,-47.0,False,session_flatten,prior_day_low
2018-03-23 12:50:00-04:00,2018-03-23 16:00:00-04:00,2018-03-23,1,8626.25,8674.0,8549.75,8741.0,8744.5,2,306.0,189.0,191.0,False,session_flatten,equal_low
2018-03-30 11:30:00-04:00,2018-03-30 13:41:00-04:00,2018-03-30,-1,9001.5,9056.0,9055.75,8920.125,8914.75,2,217.0,-220.0,-218.0,False,stop,equal_high
2018-04-24 12:15:00-04:00,2018-04-24 13:27:00-04:00,2018-04-24,1,9049.5,9018.75,9019.0,9095.25,9105.5,5,305.0,-312.5,-307.5,False,stop,equal_low
2018-05-02 15:25:00-04:00,2018-05-02 16:00:00-04:00,2018-05-02,1,9520.75,9514.0,9484.25,9575.5,,4,292.0,-58.0,-54.0,False,session_flatten,equal_low
2018-05-15 12:05:00-04:00,2018-05-15 15:35:00-04:00,2018-05-15,1,9964.0,10019.0,9929.5,10015.75,10019.0,4,276.0,423.0,427.0,True,runner_target,equal_low
2018-05-23 15:50:00-04:00,2018-05-23 15:59:00-04:00,2018-05-23,-1,9916.75,9935.5,9935.25,9889.0,9885.75,8,296.0,-308.0,-300.0,False,stop,equal_high
2018-06-04 16:00:00-04:00,2018-06-04 16:00:00-04:00,2018-06-04,-1,9666.5,9667.0,9691.5,9629.0,9626.25,6,300.0,-12.0,-6.0,False,session_flatten,equal_high
2018-07-02 11:35:00-04:00,2018-07-02 11:48:00-04:00,2018-07-02,1,10338.5,10293.25,10293.5,10406.0,10413.0,3,270.0,-274.5,-271.5,False,stop,equal_low
2018-07-17 15:30:00-04:00,2018-07-17 15:59:00-04:00,2018-07-17,-1,10334.75,10380.75,10380.5,10266.125,10263.5,3,274.5,-279.0,-276.0,False,stop,equal_high
2018-07-19 13:45:00-04:00,2018-07-19 13:55:00-04:00,2018-07-19,1,10591.0,10553.0,10553.25,10647.625,10649.5,4,302.0,-308.0,-304.0,False,stop,equal_low
2018-07-26 12:05:00-04:00,2018-07-26 13:07:00-04:00,2018-07-26,1,10294.5,10249.0,10249.25,10362.375,10372.25,3,271.5,-276.0,-273.0,False,stop,equal_low
2018-08-02 15:55:00-04:00,2018-08-02 16:00:00-04:00,2018-08-02,-1,10222.5,10233.75,10281.0,10134.75,10128.0,2,234.0,-47.0,-45.0,False,session_flatten,equal_high
2018-08-06 12:50:00-04:00,2018-08-06 16:00:00-04:00,2018-08-06,1,10231.75,10297.0,10165.75,10330.75,10339.25,2,264.0,326.5,328.5,True,runner_session_flatten,equal_low
2018-08-20 15:40:00-04:00,2018-08-20 16:00:00-04:00,2018-08-20,-1,10463.25,10459.5,10508.5,10395.375,10391.25,3,271.5,19.5,22.5,False,session_flatten,equal_high
2018-08-23 12:45:00-04:00,2018-08-23 13:23:00-04:00,2018-08-23,1,10485.75,10542.0,10450.75,10538.25,10542.0,4,280.0,431.0,435.0,True,runner_target,equal_low
2018-09-06 14:55:00-04:00,2018-09-06 15:49:00-04:00,2018-09-06,-1,11174.5,11135.5,11191.75,11148.625,11135.5,9,310.5,574.875,583.875,True,runner_target,equal_high
2018-09-12 11:00:00-04:00,2018-09-12 11:58:00-04:00,2018-09-12,-1,11013.5,11048.25,11048.0,10961.75,10956.25,4,276.0,-282.0,-278.0,False,stop,equal_high
2018-09-28 11:30:00-04:00,2018-09-28 13:39:00-04:00,2018-09-28,1,10854.5,10975.75,10780.25,10965.875,10975.75,2,297.0,463.25,465.25,True,runner_target,equal_low
2018-10-08 12:50:00-04:00,2018-10-08 12:58:00-04:00,2018-10-08,-1,11496.5,11517.5,11517.25,11465.375,11459.0,7,290.5,-301.0,-294.0,False,stop,equal_high
2018-10-16 11:25:00-04:00,2018-10-16 13:54:00-04:00,2018-10-16,-1,11775.75,11776.0,11823.5,11704.125,11700.75,3,286.5,211.125,214.125,True,runner_stop,equal_high
2018-10-17 12:30:00-04:00,2018-10-17 16:00:00-04:00,2018-10-17,1,11848.0,11848.75,11749.0,11996.5,11997.0,1,198.0,0.5,1.5,False,session_flatten,equal_low
2018-10-25 12:30:00-04:00,2018-10-25 12:53:00-04:00,2018-10-25,1,11930.75,11914.0,11914.25,11955.5,11964.0,9,297.0,-310.5,-301.5,False,stop,equal_low
2018-11-13 13:45:00-05:00,2018-11-13 16:00:00-05:00,2018-11-13,-1,12544.0,12531.5,12591.25,12473.125,12457.0,3,283.5,72.0,75.0,False,session_flatten,london_high
2018-11-14 13:15:00-05:00,2018-11-14 14:16:00-05:00,2018-11-14,-1,12468.0,12536.75,12536.5,12365.25,12356.0,2,274.0,-277.0,-275.0,False,stop,equal_high
2018-11-21 11:15:00-05:00,2018-11-21 14:15:00-05:00,2018-11-21,1,12232.5,12163.75,12164.0,12335.25,12337.25,2,274.0,-277.0,-275.0,False,stop,equal_low
2018-12-11 11:55:00-05:00,2018-12-11 12:23:00-05:00,2018-12-11,-1,12499.75,12529.0,12528.75,12456.25,12455.0,5,290.0,-297.5,-292.5,False,stop,equal_high
2018-12-31 15:50:00-05:00,2018-12-31 16:00:00-05:00,2018-12-31,-1,13516.5,13488.5,13534.75,13489.125,13472.25,8,292.0,435.0,443.0,True,runner_session_flatten,equal_high
2019-01-24 15:05:00-05:00,2019-01-24 16:00:00-05:00,2019-01-24,1,13771.0,13727.5,13690.25,13892.125,13906.5,2,323.0,-176.0,-174.0,False,session_flatten,equal_low
2019-02-04 13:15:00-05:00,2019-02-04 16:00:00-05:00,2019-02-04,-1,13745.75,13700.5,13826.5,13624.625,13619.75,2,323.0,179.0,181.0,False,session_flatten,equal_high
2019-02-28 12:20:00-05:00,2019-02-28 13:31:00-05:00,2019-02-28,-1,13603.0,13538.75,13642.25,13544.125,13538.75,4,314.0,488.5,492.5,True,runner_target,equal_high
2019-04-01 11:15:00-04:00,2019-04-01 12:18:00-04:00,2019-04-01,1,13263.0,13238.0,13238.25,13300.125,13304.0,6,297.0,-306.0,-300.0,False,stop,equal_low
2019-04-02 14:45:00-04:00,2019-04-02 15:01:00-04:00,2019-04-02,-1,12971.5,13009.25,13009.0,12880.0,12865.0,4,300.0,-306.0,-302.0,False,stop,equal_high
2019-04-10 10:45:00-04:00,2019-04-10 11:41:00-04:00,2019-04-10,1,12719.25,12768.75,12686.5,12768.375,12768.75,4,262.0,390.5,394.5,True,runner_target,equal_low
2019-04-30 12:50:00-04:00,2019-04-30 13:41:00-04:00,2019-04-30,1,12504.25,12425.5,12425.75,12622.0,12635.25,2,314.0,-317.0,-315.0,False,stop,equal_low
2019-05-15 14:30:00-04:00,2019-05-15 15:15:00-04:00,2019-05-15,-1,12767.25,12869.5,12869.25,12614.25,12600.25,1,204.0,-205.5,-204.5,False,stop,equal_high
2019-05-21 11:50:00-04:00,2019-05-21 13:56:00-04:00,2019-05-21,1,13136.0,13076.25,13076.5,13225.25,13241.0,2,238.0,-241.0,-239.0,False,stop,equal_low
2019-06-03 11:45:00-04:00,2019-06-03 12:23:00-04:00,2019-06-03,-1,13676.25,13730.5,13730.25,13595.25,13590.25,3,324.0,-328.5,-325.5,False,stop,equal_high
2019-06-13 12:35:00-04:00,2019-06-13 16:00:00-04:00,2019-06-13,1,12974.75,13030.5,12906.75,13076.75,13089.75,2,272.0,221.0,223.0,False,session_flatten,equal_low
2019-06-18 11:10:00-04:00,2019-06-18 11:51:00-04:00,2019-06-18,1,13316.75,13286.25,13286.5,13362.125,13364.0,5,302.5,-310.0,-305.0,False,stop,equal_low
2019-06-24 15:45:00-04:00,2019-06-24 16:00:00-04:00,2019-06-24,-1,13023.75,13056.0,13068.0,12957.375,12951.75,3,265.5,-196.5,-193.5,False,session_flatten,equal_high
2019-07-09 11:15:00-04:00,2019-07-09 11:34:00-04:00,2019-07-09,-1,13286.75,13373.5,13373.25,13157.0,13149.75,1,173.0,-174.5,-173.5,False,stop,equal_high
2019-07-26 14:45:00-04:00,2019-07-26 16:00:00-04:00,2019-07-26,1,13432.25,13408.0,13372.25,13522.25,13524.75,2,240.0,-99.0,-97.0,False,session_flatten,equal_low
2019-08-05 12:55:00-04:00,2019-08-05 14:24:00-04:00,2019-08-05,1,13349.0,13291.5,13291.75,13434.875,13442.25,2,229.0,-232.0,-230.0,False,stop,prior_rth_low
2019-08-06 12:50:00-04:00,2019-08-06 14:57:00-04:00,2019-08-06,1,13478.5,13587.0,13407.0,13585.75,13587.0,2,286.0,429.5,431.5,True,runner_target,equal_low
2019-08-07 15:05:00-04:00,2019-08-07 16:00:00-04:00,2019-08-07,-1,13442.75,13473.75,13526.0,13317.875,13316.25,1,166.5,-63.0,-62.0,False,session_flatten,equal_high
2019-08-14 12:45:00-04:00,2019-08-14 13:30:00-04:00,2019-08-14,1,13843.75,13753.75,13754.0,13978.375,13983.0,1,179.5,-181.0,-180.0,False,stop,equal_low
2019-09-27 11:45:00-04:00,2019-09-27 13:42:00-04:00,2019-09-27,1,14644.25,14644.0,14599.75,14711.0,14766.5,3,267.0,196.5,199.5,True,runner_stop,equal_low
2019-11-25 12:45:00-05:00,2019-11-25 13:11:00-05:00,2019-11-25,-1,13371.75,13436.75,13436.5,13274.625,13266.75,2,259.0,-262.0,-260.0,False,stop,prior_day_high
2019-12-02 12:20:00-05:00,2019-12-02 13:48:00-05:00,2019-12-02,1,12819.75,12754.0,12754.25,12918.0,12934.75,2,262.0,-265.0,-263.0,False,stop,prior_rth_low
2019-12-16 15:25:00-05:00,2019-12-16 15:50:00-05:00,2019-12-16,-1,12356.0,12304.0,12387.25,12309.125,12304.0,5,312.5,489.375,494.375,True,runner_target,prior_rth_high
2019-12-23 15:40:00-05:00,2019-12-23 16:00:00-05:00,2019-12-23,-1,12131.5,12109.75,12148.25,12106.375,12098.75,9,301.5,382.5,391.5,False,session_flatten,equal_high
2019-12-25 13:30:00-05:00,2019-12-25 14:43:00-05:00,2019-12-25,1,12169.25,12054.0,12054.25,12341.75,12342.5,1,230.0,-231.5,-230.5,False,stop,equal_low
2019-12-30 15:05:00-05:00,2019-12-30 15:35:00-05:00,2019-12-30,1,12232.0,12167.0,12167.25,12329.125,12342.5,2,259.0,-262.0,-260.0,False,stop,equal_low
2020-02-03 14:55:00-05:00,2020-02-03 15:52:00-05:00,2020-02-03,1,10570.25,10628.25,10536.5,10620.875,10628.25,4,270.0,430.5,434.5,True,runner_target,equal_low
2020-02-06 14:55:00-05:00,2020-02-06 15:10:00-05:00,2020-02-06,1,10808.25,10861.5,10778.5,10852.875,10861.5,5,297.5,484.375,489.375,True,runner_target,equal_low
2020-02-17 11:20:00-05:00,2020-02-17 12:01:00-05:00,2020-02-17,-1,10608.0,10543.75,10647.75,10548.375,10543.75,4,318.0,491.5,495.5,True,runner_target,equal_high
2020-02-26 15:35:00-05:00,2020-02-26 16:00:00-05:00,2020-02-26,1,9829.5,9804.75,9786.75,9893.625,9968.5,3,256.5,-151.5,-148.5,False,session_flatten,london_low
2020-02-27 12:35:00-05:00,2020-02-27 12:51:00-05:00,2020-02-27,1,9922.25,9968.5,9900.75,9954.5,9968.5,7,301.0,542.5,549.5,True,runner_target,equal_low
2020-03-06 11:15:00-05:00,2020-03-06 11:21:00-05:00,2020-03-06,1,10117.25,10075.5,10075.75,10179.5,10188.75,3,249.0,-253.5,-250.5,False,stop,equal_low
2020-03-11 15:45:00-04:00,2020-03-11 15:59:00-04:00,2020-03-11,1,10324.25,10297.0,10297.25,10364.75,10374.75,6,324.0,-333.0,-327.0,False,stop,equal_low
2020-05-01 10:40:00-04:00,2020-05-01 10:56:00-04:00,2020-05-01,-1,9821.25,9821.5,9832.0,9805.125,9791.5,15,322.5,223.125,238.125,True,runner_stop,equal_high
2020-05-13 15:45:00-04:00,2020-05-13 15:58:00-04:00,2020-05-13,1,10135.25,10118.75,10119.0,10159.625,10161.25,10,325.0,-340.0,-330.0,False,stop,asia_low
