entry_ts,exit_ts,session,side,entry_price,exit_price,stop_price,tp1_price,runner_target_price,contracts,risk_dollars,pnl,gross_pnl,tp1_hit,tp1_gross_pnl,runner_gross_pnl,reason,htf_timeframe,sweep_pool,tp1_pool,runner_pool,r_mult
2014-04-28 10:55:00-04:00,2014-04-28 11:11:00-04:00,2014-04-28,-1,4894.0,4910.25,4910.0,4870.0,4864.25,10,320.0,-335.0,-325.0,False,0.0,-325.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.046875
2014-05-07 15:55:00-04:00,2014-05-07 16:00:00-04:00,2014-05-07,-1,5078.75,5079.5,5101.25,5045.0,5043.25,7,315.0,-17.5,-10.5,False,0.0,-10.5,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.05555555555555555
2014-05-16 12:15:00-04:00,2014-05-16 14:42:00-04:00,2014-05-16,-1,4943.5,4902.5,4970.5,4903.0,4902.5,6,324.0,483.0,489.0,True,243.0,246.0,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.4907407407407407
2014-06-04 15:05:00-04:00,2014-06-04 16:00:00-04:00,2014-06-04,-1,5398.5,5406.25,5420.75,5365.125,5363.25,7,311.5,-115.5,-108.5,False,0.0,-108.5,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.3707865168539326
2014-06-30 15:45:00-04:00,2014-06-30 16:00:00-04:00,2014-06-30,1,5024.25,5023.25,4999.5,5061.375,5066.0,6,297.0,-18.0,-12.0,False,0.0,-12.0,session_flatten,4H,prior_day_low,equal_high_promoted_to_1.5R,stacked_equal_high,-0.06060606060606061
2014-07-18 11:20:00-04:00,2014-07-18 11:30:00-04:00,2014-07-18,1,4708.5,4686.25,4686.5,4741.5,4744.75,7,308.0,-318.5,-311.5,False,0.0,-311.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0340909090909092
2014-07-31 11:15:00-04:00,2014-07-31 15:14:00-04:00,2014-07-31,1,4852.75,4897.25,4824.0,4895.875,4897.25,5,287.5,433.125,438.125,True,215.625,222.5,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5065217391304349
2014-10-09 12:35:00-04:00,2014-10-09 12:41:00-04:00,2014-10-09,1,5581.5,5565.25,5565.5,5605.5,5613.25,10,320.0,-335.0,-325.0,False,0.0,-325.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.046875
2014-10-20 12:15:00-04:00,2014-10-20 13:44:00-04:00,2014-10-20,-1,5607.25,5569.0,5629.0,5574.625,5569.0,7,304.5,489.125,496.125,True,228.375,267.75,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.6063218390804597
2014-11-14 13:55:00-05:00,2014-11-14 14:18:00-05:00,2014-11-14,-1,5754.25,5774.5,5774.25,5724.25,5718.5,8,320.0,-332.0,-324.0,False,0.0,-324.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0375
2014-12-23 10:30:00-05:00,2014-12-23 10:44:00-05:00,2014-12-23,1,5433.75,5423.25,5423.5,5452.75,5457.75,15,307.5,-330.0,-315.0,False,0.0,-315.0,stop,4H,equal_low,equal_high,stacked_equal_high,-1.0731707317073171
2015-01-09 14:25:00-05:00,2015-01-09 16:00:00-05:00,2015-01-09,-1,5795.75,5801.5,5824.5,5752.625,5739.25,5,287.5,-62.5,-57.5,False,0.0,-57.5,session_flatten,4H,prior_day_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.21739130434782608
2015-01-29 14:45:00-05:00,2015-01-29 15:58:00-05:00,2015-01-29,1,5865.25,5838.5,5838.75,5905.0,5906.5,6,318.0,-327.0,-321.0,False,0.0,-321.0,stop,4H,asia_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.028301886792453
2015-02-27 15:15:00-05:00,2015-02-27 16:00:00-05:00,2015-02-27,-1,5761.5,5741.75,5778.25,5736.375,5731.25,9,301.5,346.5,355.5,False,0.0,355.5,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.1492537313432836
2015-03-02 14:30:00-05:00,2015-03-02 16:00:00-05:00,2015-03-02,-1,5716.75,5692.0,5742.75,5677.75,5673.25,6,312.0,376.5,382.5,True,234.0,148.5,runner_session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.2067307692307692
2015-03-10 12:10:00-04:00,2015-03-10 12:47:00-04:00,2015-03-10,-1,5774.0,5804.5,5804.25,5728.625,5727.0,5,302.5,-310.0,-305.0,False,0.0,-305.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.024793388429752
2015-05-04 11:05:00-04:00,2015-05-04 11:53:00-04:00,2015-05-04,-1,5641.0,5665.0,5664.75,5605.375,5605.25,6,285.0,-294.0,-288.0,False,0.0,-288.0,stop,4H,prior_day_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0315789473684212
2015-06-04 13:20:00-04:00,2015-06-04 16:00:00-04:00,2015-06-04,-1,5747.75,5698.5,5797.5,5673.125,5672.25,3,298.5,292.5,295.5,False,0.0,295.5,session_flatten,4H,equal_high,asia_low_promoted_to_1.5R,stacked_equal_low,0.9798994974874372
2015-06-15 12:25:00-04:00,2015-06-15 16:00:00-04:00,2015-06-15,-1,6008.25,5967.75,6046.0,5951.625,5924.25,4,302.0,320.0,324.0,False,0.0,324.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.0596026490066226
2015-06-30 12:20:00-04:00,2015-06-30 16:00:00-04:00,2015-06-30,-1,5682.25,5686.5,5720.25,5625.25,5622.5,4,304.0,-38.0,-34.0,False,0.0,-34.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.125
2015-07-20 12:05:00-04:00,2015-07-20 13:20:00-04:00,2015-07-20,-1,5573.75,5596.0,5595.75,5540.75,5539.0,7,308.0,-318.5,-311.5,False,0.0,-311.5,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0340909090909092
2015-08-06 15:15:00-04:00,2015-08-06 16:00:00-04:00,2015-08-06,1,5578.25,5597.5,5540.0,5635.625,5640.5,4,306.0,150.0,154.0,False,0.0,154.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.49019607843137253
2015-08-10 15:15:00-04:00,2015-08-10 16:00:00-04:00,2015-08-10,-1,5533.5,5527.5,5562.5,5490.0,5488.5,5,290.0,55.0,60.0,False,0.0,60.0,session_flatten,4H,equal_high,prior_rth_low_promoted_to_1.5R,stacked_equal_low,0.1896551724137931
2015-08-20 12:30:00-04:00,2015-08-20 13:46:00-04:00,2015-08-20,-1,5693.25,5647.0,5721.5,5650.875,5647.0,5,282.5,438.125,443.125,True,211.875,231.25,runner_target,4H,london_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.5508849557522124
2015-08-24 15:15:00-04:00,2015-08-24 16:00:00-04:00,2015-08-24,-1,5676.25,5671.25,5690.75,5654.5,5651.25,11,319.0,99.0,110.0,False,0.0,110.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.3103448275862069
2015-09-07 12:30:00-04:00,2015-09-07 13:30:00-04:00,2015-09-07,-1,5604.0,5567.25,5627.25,5569.125,5567.25,6,279.0,423.75,429.75,True,209.25,220.5,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.5188172043010753
2015-10-12 12:10:00-04:00,2015-10-12 15:17:00-04:00,2015-10-12,-1,5694.25,5714.5,5714.25,5664.25,5659.25,8,320.0,-332.0,-324.0,False,0.0,-324.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0375
2015-11-16 11:05:00-05:00,2015-11-16 11:26:00-05:00,2015-11-16,1,5621.0,5605.75,5606.0,5643.5,5647.0,10,300.0,-315.0,-305.0,False,0.0,-305.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.05
2015-12-01 12:10:00-05:00,2015-12-01 12:41:00-05:00,2015-12-01,1,5642.75,5623.25,5623.5,5671.625,5676.25,8,308.0,-320.0,-312.0,False,0.0,-312.0,stop,4H,asia_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0389610389610389
2015-12-08 15:00:00-05:00,2015-12-08 15:37:00-05:00,2015-12-08,-1,5506.5,5481.75,5520.0,5486.25,5481.75,12,324.0,528.0,540.0,True,243.0,297.0,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.6296296296296295
2015-12-15 14:50:00-05:00,2015-12-15 15:28:00-05:00,2015-12-15,1,5679.25,5656.5,5656.75,5713.0,5724.25,7,315.0,-325.5,-318.5,False,0.0,-318.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0333333333333334
2015-12-17 10:50:00-05:00,2015-12-17 15:11:00-05:00,2015-12-17,1,5687.25,5719.75,5667.25,5717.25,5719.75,8,320.0,492.0,500.0,True,240.0,260.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5375
2016-01-11 15:00:00-05:00,2016-01-11 15:27:00-05:00,2016-01-11,1,5637.0,5618.25,5618.5,5664.75,5667.0,8,296.0,-308.0,-300.0,False,0.0,-300.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0405405405405406
2016-01-25 12:10:00-05:00,2016-01-25 12:59:00-05:00,2016-01-25,-1,5359.5,5334.0,5375.5,5335.5,5334.0,10,320.0,485.0,495.0,True,240.0,255.0,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.515625
2016-02-24 10:30:00-05:00,2016-02-24 16:00:00-05:00,2016-02-24,-1,5868.0,5857.0,5888.25,5837.625,5833.5,8,324.0,168.0,176.0,False,0.0,176.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.5185185185185185
2016-02-29 15:40:00-05:00,2016-02-29 16:00:00-05:00,2016-02-29,-1,5818.0,5843.75,5846.5,5775.25,5772.0,5,285.0,-262.5,-257.5,False,0.0,-257.5,session_flatten,4H,london_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.9210526315789473
2016-03-04 15:55:00-05:00,2016-03-04 16:00:00-05:00,2016-03-04,1,5771.75,5774.5,5746.0,5810.375,5817.0,6,309.0,27.0,33.0,False,0.0,33.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.08737864077669903
2016-05-19 15:35:00-04:00,2016-05-19 16:00:00-04:00,2016-05-19,1,5886.25,5901.25,5869.0,5912.125,5912.25,9,310.5,261.0,270.0,False,0.0,270.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,rolling20_high,0.8405797101449275
2016-06-16 14:50:00-04:00,2016-06-16 16:00:00-04:00,2016-06-16,1,6012.5,6035.5,5980.25,6060.875,6062.25,5,322.5,225.0,230.0,False,0.0,230.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.6976744186046512
2016-08-19 10:55:00-04:00,2016-08-19 11:39:00-04:00,2016-08-19,1,6399.75,6430.25,6381.0,6427.875,6430.25,8,300.0,461.0,469.0,True,225.0,244.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5366666666666666
2016-10-06 15:55:00-04:00,2016-10-06 16:00:00-04:00,2016-10-06,-1,6225.5,6222.75,6236.5,6209.0,6207.25,14,308.0,63.0,77.0,False,0.0,77.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.20454545454545456
2016-10-07 15:35:00-04:00,2016-10-07 16:00:00-04:00,2016-10-07,-1,6157.25,6153.0,6196.75,6098.0,6093.25,4,316.0,30.0,34.0,False,0.0,34.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.0949367088607595
2016-10-17 15:00:00-04:00,2016-10-17 16:00:00-04:00,2016-10-17,1,6049.25,6058.25,6018.25,6095.75,6100.0,5,310.0,85.0,90.0,False,0.0,90.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.27419354838709675
2016-11-11 15:20:00-05:00,2016-11-11 16:00:00-05:00,2016-11-11,-1,6575.5,6573.0,6587.75,6557.125,6551.75,13,318.5,52.0,65.0,False,0.0,65.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.16326530612244897
2016-12-01 12:55:00-05:00,2016-12-01 15:10:00-05:00,2016-12-01,1,6294.5,6246.75,6247.0,6365.75,6370.75,3,285.0,-289.5,-286.5,False,0.0,-286.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0157894736842106
2016-12-19 14:55:00-05:00,2016-12-19 15:04:00-05:00,2016-12-19,-1,6237.75,6261.75,6261.5,6202.125,6198.5,6,285.0,-294.0,-288.0,False,0.0,-288.0,stop,4H,asia_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0315789473684212
2016-12-20 13:55:00-05:00,2016-12-20 16:00:00-05:00,2016-12-20,1,6290.25,6291.5,6230.75,6379.5,6381.5,2,238.0,3.0,5.0,False,0.0,5.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.012605042016806723
2017-01-17 11:35:00-05:00,2017-01-17 12:18:00-05:00,2017-01-17,1,6862.25,6819.5,6819.75,6926.0,6932.25,3,255.0,-259.5,-256.5,False,0.0,-256.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0176470588235293
2017-01-31 12:30:00-05:00,2017-01-31 12:39:00-05:00,2017-01-31,1,6875.25,6837.25,6837.5,6931.875,6936.25,4,302.0,-308.0,-304.0,False,0.0,-304.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0198675496688743
2017-04-10 11:05:00-04:00,2017-04-10 13:41:00-04:00,2017-04-10,-1,6637.75,6671.75,6671.5,6587.125,6586.0,4,270.0,-276.0,-272.0,False,0.0,-272.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0222222222222221
2017-04-25 13:35:00-04:00,2017-04-25 15:01:00-04:00,2017-04-25,-1,7107.0,7146.5,7146.25,7048.125,7046.25,4,314.0,-320.0,-316.0,False,0.0,-316.0,stop,4H,equal_high,london_low_promoted_to_1.5R,stacked_equal_low,-1.019108280254777
2017-05-01 11:50:00-04:00,2017-05-01 14:43:00-04:00,2017-05-01,-1,7202.0,7129.0,7248.25,7132.625,7129.0,3,277.5,424.125,427.125,True,208.125,219.0,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.5283783783783784
2017-05-03 16:00:00-04:00,2017-05-03 16:00:00-04:00,2017-05-03,1,7127.75,7127.25,7098.25,7172.0,7172.25,5,295.0,-10.0,-5.0,False,0.0,-5.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-0.03389830508474576
2017-05-11 11:30:00-04:00,2017-05-11 12:52:00-04:00,2017-05-11,1,7036.75,6969.25,6969.5,7137.625,7142.0,2,269.0,-272.0,-270.0,False,0.0,-270.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0111524163568772
2017-06-15 15:20:00-04:00,2017-06-15 15:35:00-04:00,2017-06-15,1,7290.75,7317.0,7277.75,7310.25,7317.0,12,312.0,537.0,549.0,True,234.0,315.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.7211538461538463
2017-06-21 15:15:00-04:00,2017-06-21 15:39:00-04:00,2017-06-21,-1,7085.0,7113.5,7113.25,7042.625,7040.5,5,282.5,-290.0,-285.0,False,0.0,-285.0,stop,4H,equal_high,prior_rth_low_promoted_to_1.5R,stacked_equal_low,-1.0265486725663717
2017-06-27 11:35:00-04:00,2017-06-27 12:44:00-04:00,2017-06-27,1,7386.5,7421.75,7363.25,7421.375,7421.75,6,279.0,414.75,420.75,True,209.25,211.5,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.4865591397849462
2017-07-04 15:40:00-04:00,2017-07-04 16:00:00-04:00,2017-07-04,1,7464.5,7454.75,7431.25,7514.375,7515.25,4,266.0,-82.0,-78.0,False,0.0,-78.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-0.3082706766917293
2017-08-02 16:00:00-04:00,2017-08-02 16:00:00-04:00,2017-08-02,-1,8180.5,8181.0,8234.25,8099.875,8096.75,3,322.5,-6.0,-3.0,False,0.0,-3.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.018604651162790697
2017-08-16 12:50:00-04:00,2017-08-16 13:21:00-04:00,2017-08-16,1,8233.0,8216.25,8216.5,8257.75,8259.25,9,297.0,-310.5,-301.5,False,0.0,-301.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0454545454545454
2017-11-09 15:50:00-05:00,2017-11-09 16:00:00-05:00,2017-11-09,1,7905.0,7909.5,7874.25,7951.125,7951.25,5,307.5,40.0,45.0,False,0.0,45.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.13008130081300814
2017-11-14 14:30:00-05:00,2017-11-14 14:51:00-05:00,2017-11-14,-1,8136.25,8104.0,8152.75,8111.5,8104.0,9,297.0,504.0,513.0,True,222.75,290.25,runner_target,4H,prior_rth_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.696969696969697
2017-11-24 12:55:00-05:00,2017-11-24 13:32:00-05:00,2017-11-24,-1,7896.75,7915.75,7915.5,7868.625,7868.25,8,300.0,-312.0,-304.0,False,0.0,-304.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.04
2017-12-28 11:15:00-05:00,2017-12-28 13:37:00-05:00,2017-12-28,-1,8382.25,8411.25,8411.0,8339.125,8333.0,5,287.5,-295.0,-290.0,False,0.0,-290.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0260869565217392
2018-01-11 15:05:00-05:00,2018-01-11 15:19:00-05:00,2018-01-11,-1,8672.0,8704.5,8704.25,8623.625,8622.25,5,322.5,-330.0,-325.0,False,0.0,-325.0,stop,4H,equal_high,prior_rth_low_promoted_to_1.5R,stacked_equal_low,-1.0232558139534884
2018-01-16 13:45:00-05:00,2018-01-16 14:32:00-05:00,2018-01-16,-1,8410.0,8357.75,8440.0,8365.0,8357.75,5,300.0,481.25,486.25,True,225.0,261.25,runner_target,4H,equal_high,london_low_promoted_to_1.5R,stacked_equal_low,1.6041666666666667
2018-01-17 12:00:00-05:00,2018-01-17 14:13:00-05:00,2018-01-17,-1,8306.75,8228.0,8354.0,8235.875,8228.0,3,283.5,445.875,448.875,True,212.625,236.25,runner_target,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,1.5727513227513228
2018-02-08 15:20:00-05:00,2018-02-08 16:00:00-05:00,2018-02-08,1,8275.5,8309.5,8204.25,8382.375,8385.0,2,285.0,134.0,136.0,False,0.0,136.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.47017543859649125
2018-02-12 14:15:00-05:00,2018-02-12 16:00:00-05:00,2018-02-12,1,8485.75,8456.25,8407.5,8603.125,8623.25,2,313.0,-120.0,-118.0,False,0.0,-118.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,rolling20_high,-0.38338658146964855
2018-02-23 12:55:00-05:00,2018-02-23 13:05:00-05:00,2018-02-23,1,9078.25,9097.25,9067.25,9094.75,9097.25,14,308.0,483.0,497.0,True,231.0,266.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5681818181818181
2018-02-27 10:55:00-05:00,2018-02-27 12:41:00-05:00,2018-02-27,-1,9137.5,9175.5,9175.25,9080.875,9075.0,4,302.0,-308.0,-304.0,False,0.0,-304.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0198675496688743
2018-03-06 11:15:00-05:00,2018-03-06 11:57:00-05:00,2018-03-06,-1,8818.0,8860.0,8859.75,8755.375,8752.25,3,250.5,-255.0,-252.0,False,0.0,-252.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0179640718562875
2018-03-08 13:10:00-05:00,2018-03-08 16:00:00-05:00,2018-03-08,1,8743.0,8731.25,8670.5,8851.75,8855.25,2,290.0,-49.0,-47.0,False,0.0,-47.0,session_flatten,4H,prior_day_low,equal_high_promoted_to_1.5R,stacked_equal_high,-0.16896551724137931
2018-03-23 12:50:00-04:00,2018-03-23 16:00:00-04:00,2018-03-23,1,8626.25,8674.0,8549.75,8741.0,8744.5,2,306.0,189.0,191.0,False,0.0,191.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,0.6176470588235294
2018-03-30 11:30:00-04:00,2018-03-30 13:41:00-04:00,2018-03-30,-1,9001.5,9056.0,9055.75,8920.125,8914.75,2,217.0,-220.0,-218.0,False,0.0,-218.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0138248847926268
2018-04-24 12:15:00-04:00,2018-04-24 13:27:00-04:00,2018-04-24,1,9049.5,9018.75,9019.0,9095.25,9105.5,5,305.0,-312.5,-307.5,False,0.0,-307.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0245901639344261
2018-05-02 15:25:00-04:00,2018-05-02 16:00:00-04:00,2018-05-02,1,9520.75,9514.0,9484.25,9575.5,,4,292.0,-58.0,-54.0,False,0.0,-54.0,session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,session_close_or_breakeven,-0.19863013698630136
2018-05-15 12:05:00-04:00,2018-05-15 15:35:00-04:00,2018-05-15,1,9964.0,10019.0,9929.5,10015.75,10019.0,4,276.0,423.0,427.0,True,207.0,220.0,runner_target,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.5326086956521738
2018-05-23 15:50:00-04:00,2018-05-23 15:59:00-04:00,2018-05-23,-1,9916.75,9935.5,9935.25,9889.0,9885.75,8,296.0,-308.0,-300.0,False,0.0,-300.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0405405405405406
2018-06-04 16:00:00-04:00,2018-06-04 16:00:00-04:00,2018-06-04,-1,9666.5,9667.0,9691.5,9629.0,9626.25,6,300.0,-12.0,-6.0,False,0.0,-6.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.04
2018-07-02 11:35:00-04:00,2018-07-02 11:48:00-04:00,2018-07-02,1,10338.5,10293.25,10293.5,10406.0,10413.0,3,270.0,-274.5,-271.5,False,0.0,-271.5,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0166666666666666
2018-07-17 15:30:00-04:00,2018-07-17 15:59:00-04:00,2018-07-17,-1,10334.75,10380.75,10380.5,10266.125,10263.5,3,274.5,-279.0,-276.0,False,0.0,-276.0,stop,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-1.0163934426229508
2018-07-19 13:45:00-04:00,2018-07-19 13:55:00-04:00,2018-07-19,1,10591.0,10553.0,10553.25,10647.625,10649.5,4,302.0,-308.0,-304.0,False,0.0,-304.0,stop,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,-1.0198675496688743
2018-07-26 12:05:00-04:00,2018-07-26 13:07:00-04:00,2018-07-26,1,10294.5,10249.0,10249.25,10362.375,10372.25,3,271.5,-276.0,-273.0,False,0.0,-273.0,stop,4H,equal_low,asia_high_promoted_to_1.5R,stacked_equal_high,-1.0165745856353592
2018-08-02 15:55:00-04:00,2018-08-02 16:00:00-04:00,2018-08-02,-1,10222.5,10233.75,10281.0,10134.75,10128.0,2,234.0,-47.0,-45.0,False,0.0,-45.0,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,-0.20085470085470086
2018-08-06 12:50:00-04:00,2018-08-06 16:00:00-04:00,2018-08-06,1,10231.75,10297.0,10165.75,10330.75,10339.25,2,264.0,326.5,328.5,True,198.0,130.5,runner_session_flatten,4H,equal_low,equal_high_promoted_to_1.5R,stacked_equal_high,1.2367424242424243
2018-08-20 15:40:00-04:00,2018-08-20 16:00:00-04:00,2018-08-20,-1,10463.25,10459.5,10508.5,10395.375,10391.25,3,271.5,19.5,22.5,False,0.0,22.5,session_flatten,4H,equal_high,equal_low_promoted_to_1.5R,stacked_equal_low,0.0718232044198895
